entry_number,entry_date,description,reference,account_number,debit,credit,line_description
JE-0394,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5190,10000,,Marketing and advertising
JE-0394,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,10000,Accounts payable
JE-0395,2025-07-31,AP Payment - Marketing and advertising July 2025,PAY-07-5190,2000,10000,,Clear AP
JE-0395,2025-07-31,AP Payment - Marketing and advertising July 2025,PAY-07-5190,1000,,10000,Cash paid
JE-0396,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5200,7917,,Leasing commissions
JE-0396,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,7917,Accounts payable
JE-0397,2025-07-31,AP Payment - Leasing commissions July 2025,PAY-07-5200,2000,7917,,Clear AP
JE-0397,2025-07-31,AP Payment - Leasing commissions July 2025,PAY-07-5200,1000,,7917,Cash paid
JE-0398,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5220,5667,,Bad debt expense
JE-0398,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,5667,Accounts payable
JE-0399,2025-07-31,AP Payment - Bad debt expense July 2025,PAY-07-5220,2000,5667,,Clear AP
JE-0399,2025-07-31,AP Payment - Bad debt expense July 2025,PAY-07-5220,1000,,5667,Cash paid
JE-0400,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5230,20000,,Capital reserve contribution
JE-0400,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,20000,Accounts payable
JE-0401,2025-07-31,AP Payment - Capital reserve contribution July 2025,PAY-07-5230,2000,20000,,Clear AP
JE-0401,2025-07-31,AP Payment - Capital reserve contribution July 2025,PAY-07-5230,1000,,20000,Cash paid
JE-0402,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5240,65000,,Payroll - on-site staff
JE-0402,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,65000,Accounts payable
JE-0403,2025-07-31,AP Payment - Payroll - on-site staff July 2025,PAY-07-5240,2000,65000,,Clear AP
JE-0403,2025-07-31,AP Payment - Payroll - on-site staff July 2025,PAY-07-5240,1000,,65000,Cash paid
JE-0404,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5250,13000,,Payroll taxes and benefits
JE-0404,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,13000,Accounts payable
JE-0405,2025-07-31,AP Payment - Payroll taxes and benefits July 2025,PAY-07-5250,2000,13000,,Clear AP
JE-0405,2025-07-31,AP Payment - Payroll taxes and benefits July 2025,PAY-07-5250,1000,,13000,Cash paid
JE-0406,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5260,2000,,Telephone and internet
JE-0406,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,2000,Accounts payable
JE-0407,2025-07-31,AP Payment - Telephone and internet July 2025,PAY-07-5260,2000,2000,,Clear AP
JE-0407,2025-07-31,AP Payment - Telephone and internet July 2025,PAY-07-5260,1000,,2000,Cash paid
JE-0408,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5270,3000,,Software and technology
JE-0408,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,3000,Accounts payable
JE-0409,2025-07-31,AP Payment - Software and technology July 2025,PAY-07-5270,2000,3000,,Clear AP
JE-0409,2025-07-31,AP Payment - Software and technology July 2025,PAY-07-5270,1000,,3000,Cash paid
JE-0410,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5280,1500,,Licenses and permits
JE-0410,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,1500,Accounts payable
JE-0411,2025-07-31,AP Payment - Licenses and permits July 2025,PAY-07-5280,2000,1500,,Clear AP
JE-0411,2025-07-31,AP Payment - Licenses and permits July 2025,PAY-07-5280,1000,,1500,Cash paid
JE-0412,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,5290,1250,,Bank charges and fees
JE-0412,2025-07-31,Operating Expenses - July 2025,OPEX-07-2025,2000,,1250,Accounts payable
JE-0413,2025-07-31,AP Payment - Bank charges and fees July 2025,PAY-07-5290,2000,1250,,Clear AP
JE-0413,2025-07-31,AP Payment - Bank charges and fees July 2025,PAY-07-5290,1000,,1250,Cash paid
JE-0414,2025-07-31,Mortgage Interest - July 2025,MTG-07-2025,7000,320833,,Mortgage interest expense
JE-0414,2025-07-31,Mortgage Interest - July 2025,MTG-07-2025,1000,,320833,Cash paid to BankUnited
JE-0415,2025-07-31,Mortgage Principal - July 2025,PRIN-07-2025,2200,41667,,Mortgage principal reduction
JE-0415,2025-07-31,Mortgage Principal - July 2025,PRIN-07-2025,1000,,41667,Cash paid to BankUnited
JE-0416,2025-08-31,Rental Income - August 2025,RENT-08-2025,1010,1897200,,Accounts receivable - tenant rent
JE-0416,2025-08-31,Rental Income - August 2025,RENT-08-2025,4000,,1897200,Residential rental income
JE-0417,2025-08-31,Rent Cash Receipt - August 2025,CASH-08-2025,1000,1897200,,Cash received for rent
JE-0417,2025-08-31,Rent Cash Receipt - August 2025,CASH-08-2025,1010,,1897200,Clear accounts receivable
JE-0418,2025-08-31,Other Income - August 2025,OTH-08-2025,1000,91250,,Parking pet laundry util reimbursement cash
JE-0418,2025-08-31,Other Income - August 2025,OTH-08-2025,4010,,60000,Parking income
JE-0418,2025-08-31,Other Income - August 2025,OTH-08-2025,4020,,11250,Pet fee income
JE-0418,2025-08-31,Other Income - August 2025,OTH-08-2025,4030,,5000,Laundry and vending
JE-0418,2025-08-31,Other Income - August 2025,OTH-08-2025,4090,,15000,Utility reimbursement
JE-0419,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5000,100035,,Property management fee
JE-0419,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,100035,Accounts payable
JE-0420,2025-08-31,AP Payment - Property management fee August 2025,PAY-08-5000,2000,100035,,Clear AP
JE-0420,2025-08-31,AP Payment - Property management fee August 2025,PAY-08-5000,1000,,100035,Cash paid
JE-0421,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5010,75000,,Repairs and maintenance
JE-0421,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,75000,Accounts payable
JE-0422,2025-08-31,AP Payment - Repairs and maintenance August 2025,PAY-08-5010,2000,75000,,Clear AP
JE-0422,2025-08-31,AP Payment - Repairs and maintenance August 2025,PAY-08-5010,1000,,75000,Cash paid
JE-0423,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5020,15000,,Landscaping and grounds
JE-0423,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,15000,Accounts payable
JE-0424,2025-08-31,AP Payment - Landscaping and grounds August 2025,PAY-08-5020,2000,15000,,Clear AP
JE-0424,2025-08-31,AP Payment - Landscaping and grounds August 2025,PAY-08-5020,1000,,15000,Cash paid
JE-0425,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5030,20000,,Cleaning and janitorial
JE-0425,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,20000,Accounts payable
JE-0426,2025-08-31,AP Payment - Cleaning and janitorial August 2025,PAY-08-5030,2000,20000,,Clear AP
JE-0426,2025-08-31,AP Payment - Cleaning and janitorial August 2025,PAY-08-5030,1000,,20000,Cash paid
JE-0427,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5040,30000,,Electric - common areas
JE-0427,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,30000,Accounts payable
JE-0428,2025-08-31,AP Payment - Electric - common areas August 2025,PAY-08-5040,2000,30000,,Clear AP
JE-0428,2025-08-31,AP Payment - Electric - common areas August 2025,PAY-08-5040,1000,,30000,Cash paid
JE-0429,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5050,40000,,Water and sewer
JE-0429,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,40000,Accounts payable
JE-0430,2025-08-31,AP Payment - Water and sewer August 2025,PAY-08-5050,2000,40000,,Clear AP
JE-0430,2025-08-31,AP Payment - Water and sewer August 2025,PAY-08-5050,1000,,40000,Cash paid
JE-0431,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5060,5000,,Gas
JE-0431,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,5000,Accounts payable
JE-0432,2025-08-31,AP Payment - Gas August 2025,PAY-08-5060,2000,5000,,Clear AP
JE-0432,2025-08-31,AP Payment - Gas August 2025,PAY-08-5060,1000,,5000,Cash paid
JE-0433,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5070,81667,,Property insurance
JE-0433,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,81667,Accounts payable
JE-0434,2025-08-31,AP Payment - Property insurance August 2025,PAY-08-5070,2000,81667,,Clear AP
JE-0434,2025-08-31,AP Payment - Property insurance August 2025,PAY-08-5070,1000,,81667,Cash paid
JE-0435,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5090,140000,,Real estate taxes
JE-0435,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,140000,Accounts payable
JE-0436,2025-08-31,AP Payment - Real estate taxes August 2025,PAY-08-5090,2000,140000,,Clear AP
JE-0436,2025-08-31,AP Payment - Real estate taxes August 2025,PAY-08-5090,1000,,140000,Cash paid
JE-0437,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5110,35000,,Security services
JE-0437,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,35000,Accounts payable
JE-0438,2025-08-31,AP Payment - Security services August 2025,PAY-08-5110,2000,35000,,Clear AP
JE-0438,2025-08-31,AP Payment - Security services August 2025,PAY-08-5110,1000,,35000,Cash paid
JE-0439,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5120,15000,,Elevator maintenance
JE-0439,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,15000,Accounts payable
JE-0440,2025-08-31,AP Payment - Elevator maintenance August 2025,PAY-08-5120,2000,15000,,Clear AP
JE-0440,2025-08-31,AP Payment - Elevator maintenance August 2025,PAY-08-5120,1000,,15000,Cash paid
JE-0441,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5130,12500,,HVAC maintenance
JE-0441,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,12500,Accounts payable
JE-0442,2025-08-31,AP Payment - HVAC maintenance August 2025,PAY-08-5130,2000,12500,,Clear AP
JE-0442,2025-08-31,AP Payment - HVAC maintenance August 2025,PAY-08-5130,1000,,12500,Cash paid
JE-0443,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5140,6000,,Pest control
JE-0443,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,6000,Accounts payable
JE-0444,2025-08-31,AP Payment - Pest control August 2025,PAY-08-5140,2000,6000,,Clear AP
JE-0444,2025-08-31,AP Payment - Pest control August 2025,PAY-08-5140,1000,,6000,Cash paid
JE-0445,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5150,10000,,Pool and amenity maintenance
JE-0445,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,10000,Accounts payable
JE-0446,2025-08-31,AP Payment - Pool and amenity maintenance August 2025,PAY-08-5150,2000,10000,,Clear AP
JE-0446,2025-08-31,AP Payment - Pool and amenity maintenance August 2025,PAY-08-5150,1000,,10000,Cash paid
JE-0447,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5160,7000,,Trash and recycling
JE-0447,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,7000,Accounts payable
JE-0448,2025-08-31,AP Payment - Trash and recycling August 2025,PAY-08-5160,2000,7000,,Clear AP
JE-0448,2025-08-31,AP Payment - Trash and recycling August 2025,PAY-08-5160,1000,,7000,Cash paid
JE-0449,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5170,5000,,Administrative and office
JE-0449,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,5000,Accounts payable
JE-0450,2025-08-31,AP Payment - Administrative and office August 2025,PAY-08-5170,2000,5000,,Clear AP
JE-0450,2025-08-31,AP Payment - Administrative and office August 2025,PAY-08-5170,1000,,5000,Cash paid
JE-0451,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5180,7500,,Legal and professional
JE-0451,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,7500,Accounts payable
JE-0452,2025-08-31,AP Payment - Legal and professional August 2025,PAY-08-5180,2000,7500,,Clear AP
JE-0452,2025-08-31,AP Payment - Legal and professional August 2025,PAY-08-5180,1000,,7500,Cash paid
JE-0453,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5190,10000,,Marketing and advertising
JE-0453,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,10000,Accounts payable
JE-0454,2025-08-31,AP Payment - Marketing and advertising August 2025,PAY-08-5190,2000,10000,,Clear AP
JE-0454,2025-08-31,AP Payment - Marketing and advertising August 2025,PAY-08-5190,1000,,10000,Cash paid
JE-0455,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5200,7917,,Leasing commissions
JE-0455,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,7917,Accounts payable
JE-0456,2025-08-31,AP Payment - Leasing commissions August 2025,PAY-08-5200,2000,7917,,Clear AP
JE-0456,2025-08-31,AP Payment - Leasing commissions August 2025,PAY-08-5200,1000,,7917,Cash paid
JE-0457,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5220,5667,,Bad debt expense
JE-0457,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,5667,Accounts payable
JE-0458,2025-08-31,AP Payment - Bad debt expense August 2025,PAY-08-5220,2000,5667,,Clear AP
JE-0458,2025-08-31,AP Payment - Bad debt expense August 2025,PAY-08-5220,1000,,5667,Cash paid
JE-0459,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5230,20000,,Capital reserve contribution
JE-0459,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,20000,Accounts payable
JE-0460,2025-08-31,AP Payment - Capital reserve contribution August 2025,PAY-08-5230,2000,20000,,Clear AP
JE-0460,2025-08-31,AP Payment - Capital reserve contribution August 2025,PAY-08-5230,1000,,20000,Cash paid
JE-0461,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5240,65000,,Payroll - on-site staff
JE-0461,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,65000,Accounts payable
JE-0462,2025-08-31,AP Payment - Payroll - on-site staff August 2025,PAY-08-5240,2000,65000,,Clear AP
JE-0462,2025-08-31,AP Payment - Payroll - on-site staff August 2025,PAY-08-5240,1000,,65000,Cash paid
JE-0463,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5250,13000,,Payroll taxes and benefits
JE-0463,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,13000,Accounts payable
JE-0464,2025-08-31,AP Payment - Payroll taxes and benefits August 2025,PAY-08-5250,2000,13000,,Clear AP
JE-0464,2025-08-31,AP Payment - Payroll taxes and benefits August 2025,PAY-08-5250,1000,,13000,Cash paid
JE-0465,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5260,2000,,Telephone and internet
JE-0465,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,2000,Accounts payable
JE-0466,2025-08-31,AP Payment - Telephone and internet August 2025,PAY-08-5260,2000,2000,,Clear AP
JE-0466,2025-08-31,AP Payment - Telephone and internet August 2025,PAY-08-5260,1000,,2000,Cash paid
JE-0467,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5270,3000,,Software and technology
JE-0467,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,3000,Accounts payable
JE-0468,2025-08-31,AP Payment - Software and technology August 2025,PAY-08-5270,2000,3000,,Clear AP
JE-0468,2025-08-31,AP Payment - Software and technology August 2025,PAY-08-5270,1000,,3000,Cash paid
JE-0469,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5280,1500,,Licenses and permits
JE-0469,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,1500,Accounts payable
JE-0470,2025-08-31,AP Payment - Licenses and permits August 2025,PAY-08-5280,2000,1500,,Clear AP
JE-0470,2025-08-31,AP Payment - Licenses and permits August 2025,PAY-08-5280,1000,,1500,Cash paid
JE-0471,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,5290,1250,,Bank charges and fees
JE-0471,2025-08-31,Operating Expenses - August 2025,OPEX-08-2025,2000,,1250,Accounts payable
JE-0472,2025-08-31,AP Payment - Bank charges and fees August 2025,PAY-08-5290,2000,1250,,Clear AP
JE-0472,2025-08-31,AP Payment - Bank charges and fees August 2025,PAY-08-5290,1000,,1250,Cash paid
JE-0473,2025-08-31,Mortgage Interest - August 2025,MTG-08-2025,7000,320833,,Mortgage interest expense
JE-0473,2025-08-31,Mortgage Interest - August 2025,MTG-08-2025,1000,,320833,Cash paid to BankUnited
JE-0474,2025-08-31,Mortgage Principal - August 2025,PRIN-08-2025,2200,41667,,Mortgage principal reduction
JE-0474,2025-08-31,Mortgage Principal - August 2025,PRIN-08-2025,1000,,41667,Cash paid to BankUnited
JE-0475,2025-09-30,Rental Income - September 2025,RENT-09-2025,1010,1897200,,Accounts receivable - tenant rent
JE-0475,2025-09-30,Rental Income - September 2025,RENT-09-2025,4000,,1897200,Residential rental income
JE-0476,2025-09-30,Rent Cash Receipt - September 2025,CASH-09-2025,1000,1897200,,Cash received for rent
JE-0476,2025-09-30,Rent Cash Receipt - September 2025,CASH-09-2025,1010,,1897200,Clear accounts receivable
JE-0477,2025-09-30,Other Income - September 2025,OTH-09-2025,1000,91250,,Parking pet laundry util reimbursement cash
JE-0477,2025-09-30,Other Income - September 2025,OTH-09-2025,4010,,60000,Parking income
JE-0477,2025-09-30,Other Income - September 2025,OTH-09-2025,4020,,11250,Pet fee income
JE-0477,2025-09-30,Other Income - September 2025,OTH-09-2025,4030,,5000,Laundry and vending
JE-0477,2025-09-30,Other Income - September 2025,OTH-09-2025,4090,,15000,Utility reimbursement
JE-0478,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5000,100035,,Property management fee
JE-0478,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,100035,Accounts payable
JE-0479,2025-09-30,AP Payment - Property management fee September 2025,PAY-09-5000,2000,100035,,Clear AP
JE-0479,2025-09-30,AP Payment - Property management fee September 2025,PAY-09-5000,1000,,100035,Cash paid
JE-0480,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5010,75000,,Repairs and maintenance
JE-0480,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,75000,Accounts payable
JE-0481,2025-09-30,AP Payment - Repairs and maintenance September 2025,PAY-09-5010,2000,75000,,Clear AP
JE-0481,2025-09-30,AP Payment - Repairs and maintenance September 2025,PAY-09-5010,1000,,75000,Cash paid
JE-0482,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5020,15000,,Landscaping and grounds
JE-0482,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,15000,Accounts payable
JE-0483,2025-09-30,AP Payment - Landscaping and grounds September 2025,PAY-09-5020,2000,15000,,Clear AP
JE-0483,2025-09-30,AP Payment - Landscaping and grounds September 2025,PAY-09-5020,1000,,15000,Cash paid
JE-0484,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5030,20000,,Cleaning and janitorial
JE-0484,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,20000,Accounts payable
JE-0485,2025-09-30,AP Payment - Cleaning and janitorial September 2025,PAY-09-5030,2000,20000,,Clear AP
JE-0485,2025-09-30,AP Payment - Cleaning and janitorial September 2025,PAY-09-5030,1000,,20000,Cash paid
JE-0486,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5040,30000,,Electric - common areas
JE-0486,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,30000,Accounts payable
JE-0487,2025-09-30,AP Payment - Electric - common areas September 2025,PAY-09-5040,2000,30000,,Clear AP
JE-0487,2025-09-30,AP Payment - Electric - common areas September 2025,PAY-09-5040,1000,,30000,Cash paid
JE-0488,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5050,40000,,Water and sewer
JE-0488,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,40000,Accounts payable
JE-0489,2025-09-30,AP Payment - Water and sewer September 2025,PAY-09-5050,2000,40000,,Clear AP
JE-0489,2025-09-30,AP Payment - Water and sewer September 2025,PAY-09-5050,1000,,40000,Cash paid
JE-0490,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5060,5000,,Gas
JE-0490,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,5000,Accounts payable
JE-0491,2025-09-30,AP Payment - Gas September 2025,PAY-09-5060,2000,5000,,Clear AP
JE-0491,2025-09-30,AP Payment - Gas September 2025,PAY-09-5060,1000,,5000,Cash paid
JE-0492,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5070,81667,,Property insurance
JE-0492,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,81667,Accounts payable
JE-0493,2025-09-30,AP Payment - Property insurance September 2025,PAY-09-5070,2000,81667,,Clear AP
JE-0493,2025-09-30,AP Payment - Property insurance September 2025,PAY-09-5070,1000,,81667,Cash paid
JE-0494,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5090,140000,,Real estate taxes
JE-0494,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,140000,Accounts payable
JE-0495,2025-09-30,AP Payment - Real estate taxes September 2025,PAY-09-5090,2000,140000,,Clear AP
JE-0495,2025-09-30,AP Payment - Real estate taxes September 2025,PAY-09-5090,1000,,140000,Cash paid
JE-0496,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5110,35000,,Security services
JE-0496,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,35000,Accounts payable
JE-0497,2025-09-30,AP Payment - Security services September 2025,PAY-09-5110,2000,35000,,Clear AP
JE-0497,2025-09-30,AP Payment - Security services September 2025,PAY-09-5110,1000,,35000,Cash paid
JE-0498,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5120,15000,,Elevator maintenance
JE-0498,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,15000,Accounts payable
JE-0499,2025-09-30,AP Payment - Elevator maintenance September 2025,PAY-09-5120,2000,15000,,Clear AP
JE-0499,2025-09-30,AP Payment - Elevator maintenance September 2025,PAY-09-5120,1000,,15000,Cash paid
JE-0500,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5130,12500,,HVAC maintenance
JE-0500,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,12500,Accounts payable
JE-0501,2025-09-30,AP Payment - HVAC maintenance September 2025,PAY-09-5130,2000,12500,,Clear AP
JE-0501,2025-09-30,AP Payment - HVAC maintenance September 2025,PAY-09-5130,1000,,12500,Cash paid
JE-0502,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5140,6000,,Pest control
JE-0502,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,6000,Accounts payable
JE-0503,2025-09-30,AP Payment - Pest control September 2025,PAY-09-5140,2000,6000,,Clear AP
JE-0503,2025-09-30,AP Payment - Pest control September 2025,PAY-09-5140,1000,,6000,Cash paid
JE-0504,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5150,10000,,Pool and amenity maintenance
JE-0504,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,10000,Accounts payable
JE-0505,2025-09-30,AP Payment - Pool and amenity maintenance September 2025,PAY-09-5150,2000,10000,,Clear AP
JE-0505,2025-09-30,AP Payment - Pool and amenity maintenance September 2025,PAY-09-5150,1000,,10000,Cash paid
JE-0506,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5160,7000,,Trash and recycling
JE-0506,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,7000,Accounts payable
JE-0507,2025-09-30,AP Payment - Trash and recycling September 2025,PAY-09-5160,2000,7000,,Clear AP
JE-0507,2025-09-30,AP Payment - Trash and recycling September 2025,PAY-09-5160,1000,,7000,Cash paid
JE-0508,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5170,5000,,Administrative and office
JE-0508,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,5000,Accounts payable
JE-0509,2025-09-30,AP Payment - Administrative and office September 2025,PAY-09-5170,2000,5000,,Clear AP
JE-0509,2025-09-30,AP Payment - Administrative and office September 2025,PAY-09-5170,1000,,5000,Cash paid
JE-0510,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5180,7500,,Legal and professional
JE-0510,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,7500,Accounts payable
JE-0511,2025-09-30,AP Payment - Legal and professional September 2025,PAY-09-5180,2000,7500,,Clear AP
JE-0511,2025-09-30,AP Payment - Legal and professional September 2025,PAY-09-5180,1000,,7500,Cash paid
JE-0512,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5190,10000,,Marketing and advertising
JE-0512,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,10000,Accounts payable
JE-0513,2025-09-30,AP Payment - Marketing and advertising September 2025,PAY-09-5190,2000,10000,,Clear AP
JE-0513,2025-09-30,AP Payment - Marketing and advertising September 2025,PAY-09-5190,1000,,10000,Cash paid
JE-0514,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5200,7917,,Leasing commissions
JE-0514,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,7917,Accounts payable
JE-0515,2025-09-30,AP Payment - Leasing commissions September 2025,PAY-09-5200,2000,7917,,Clear AP
JE-0515,2025-09-30,AP Payment - Leasing commissions September 2025,PAY-09-5200,1000,,7917,Cash paid
JE-0516,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5220,5667,,Bad debt expense
JE-0516,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,5667,Accounts payable
JE-0517,2025-09-30,AP Payment - Bad debt expense September 2025,PAY-09-5220,2000,5667,,Clear AP
JE-0517,2025-09-30,AP Payment - Bad debt expense September 2025,PAY-09-5220,1000,,5667,Cash paid
JE-0518,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5230,20000,,Capital reserve contribution
JE-0518,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,20000,Accounts payable
JE-0519,2025-09-30,AP Payment - Capital reserve contribution September 2025,PAY-09-5230,2000,20000,,Clear AP
JE-0519,2025-09-30,AP Payment - Capital reserve contribution September 2025,PAY-09-5230,1000,,20000,Cash paid
JE-0520,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5240,65000,,Payroll - on-site staff
JE-0520,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,65000,Accounts payable
JE-0521,2025-09-30,AP Payment - Payroll - on-site staff September 2025,PAY-09-5240,2000,65000,,Clear AP
JE-0521,2025-09-30,AP Payment - Payroll - on-site staff September 2025,PAY-09-5240,1000,,65000,Cash paid
JE-0522,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5250,13000,,Payroll taxes and benefits
JE-0522,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,13000,Accounts payable
JE-0523,2025-09-30,AP Payment - Payroll taxes and benefits September 2025,PAY-09-5250,2000,13000,,Clear AP
JE-0523,2025-09-30,AP Payment - Payroll taxes and benefits September 2025,PAY-09-5250,1000,,13000,Cash paid
JE-0524,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5260,2000,,Telephone and internet
JE-0524,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,2000,Accounts payable
